elapsed_ms,yaw,roll,pitch
374562,0.680652022,-0.0484363697,-0.141210258
374662,0.680659294,-0.0485422499,-0.141141087
374762,0.68064183,-0.0483672731,-0.141186073
374862,0.680642843,-0.0484400131,-0.141215846
374963,0.680643022,-0.0484398045,-0.140917256
375063,0.680595636,-0.0484672785,-0.140902787
375163,0.680663109,-0.0485364646,-0.140983835
375263,0.680614412,-0.0485183708,-0.140847892
375363,0.680593491,-0.0484502539,-0.140773073
375463,0.680664718,-0.0485245399,-0.140763909
375563,0.680667996,-0.0485212095,-0.140857607
375663,0.680548549,-0.0485447831,-0.140988961
375763,0.680660903,-0.0484086089,-0.140907183
375864,0.68066591,-0.0484026708,-0.140841648
375964,0.680662751,-0.0483966544,-0.141006425
376065,0.680478752,-0.0484242439,-0.140980646
376164,0.680681586,-0.0484326705,-0.140876815
376264,0.68069005,-0.0484510101,-0.140988722
376365,0.680665672,-0.0482772104,-0.141169608
376465,0.680682123,-0.048455026,-0.141060382
376566,0.680624723,-0.0484684668,-0.141059384
376665,0.680612564,-0.0484696254,-0.141031519
376766,0.680669546,-0.0483397841,-0.141031131
376866,0.680542231,-0.0483664759,-0.141262531
376966,0.680675566,-0.048409868,-0.140996471
377066,0.680680275,-0.0484093912,-0.141158253
377167,0.680681109,-0.0483000353,-0.141113088
377267,0.680700302,-0.0483833551,-0.141002595
377367,0.680645108,-0.0484083965,-0.141024739
377467,0.680623531,-0.0484395027,-0.141019985
377568,0.68070358,-0.048407834,-0.141114041
377668,0.680687189,-0.0484019034,-0.140944019
377768,0.680665612,-0.0482311919,-0.141136304
377868,0.680623293,-0.0484201387,-0.141087681
377968,0.680658937,-0.0483032316,-0.1412552
378069,0.680575132,-0.0482439883,-0.141223475
378169,0.680636883,-0.0482564643,-0.141311109
378269,0.680636525,-0.0484883972,-0.141321391
378370,0.680558264,-0.048444137,-0.141359538
